id,review
1061,"The semesters been over for almost a week and I still don't know my grade...exams are hard, lectures don't make sense, overall, I wish I took this class with a different professor."
2310,"Tests are hard, he is good but way to cocky"
2014,Awesome woman. Very intelligent and clear when explaining the information. Maintains people's attention with hilarious analogies and anecdotes. Very informative and interesting. PROBABLY THE EASIEST CLASS KNOWN TO MANKIND. Which is crazy considering I have learned so much in her class while having it be comparable to 2nd grade in terms of workload
2775,The worst experience in life science
1025,"Interesting professor, I enjoyed his teaching style very much. You need to go to class for Randy though, most of them are built off of the last lecture. Gives quizzes every Friday, usually scantron at the end of class but will change it up once in a while to do it during class as clicker. Loved him, wouldn't mind having him again."
3590,"STUDY YOUR SLIDES. All slides are fair game to the test (there's alot of slides). The book is very useful for studying. Her tests are have some easy questions and some tricky (all multiple choice). Cell Bio is mainly processes, functions, and structure. (alot of vocab). She's not a good nor a bad professor. She should be your &quot;default&quot;(I got a B+)"
3288,DON'T WIST YOUR MONEY OR YOUR TIME. It was an error for me and I wish if I believed my friends. you will learn nothing from her plus she will make you feel worthless. She has no basic knowledge of teaching  neither with communication ACC361 + Hylton was a horrible experience.
506,"Great professor. Class was sometimes boring, but he was funny."
393,"not fun, very hard! :( I'm not a bio major and it sucked!"
3794,Professor Largen is a very nice and easy professor. I ended up with a 97% in her class.
3855,"Dr. Bauman is one of the most inspirational people I've met at Mason. Her lectures are clear, fun, and I always walk out retaining 90% of what was taught."
794,"A nice guy, but a blah professor."
4048,"Prof Lyons is pretty dam smart, he knows his stuff.  He expects every pupil to be on his level of understanding. Lets be honest, this class is taught very much like a graduate class or a self study class.  They dont hold hand.They give you the work; and expect you to figure it out.THe homework is by far the most time consuming thing every."
2022,One of the easiest classes you'll ever take. Class is only helpful to go to for extra credit on exams. Dont buy textbook.
2688,No Comments
4160,"What a useless course. And this is required for business majors at Mason? What a joke. Money right down the drain if you ask me. Not to mention, the material is common sense yet everything is graded so harshly. I guess this is necessary though in order to make a common sense course seem ""professional."" What a waste of time and money."
2629,"You people are on crack, she is the best! If you do the work and go to class, your fine. I think she is amazing, I love her class, I hope she'll be teaching accounting next year."
1010,"Teaches concepts and application over specific facts.  Basically he wants you to be able to read a diagram and determine what would happen in a given hypothetical scenario.  No homework, no textbook but graded quizzes every Friday and iClicker attendance  every day.  He holds review sessions before quizzes and exams and will answer any questions."
843,"He spends entire classes deriving formulas that are in the text already, and spouting off about Leibniz and Newton. Hates cell phones, yet comes to class 10 minutes late EVERY time. Avoid this class at all costs, unless calculus comes easily to you- you will not learn anything!! Seriously, he sucks!"
1775,he actually explains what he means
2171,Brym is an amazing professor. He is clear about all information needed for tests and exams. He is very passionate about the subject and he makes you want to learn. I would definitly take his class again!!
1334,Best Prof. I've had. There aren't word I can use to describe how much I enjoyed this class.
643,Was very nervous about taking british literature but I'm glad I took it with Everett. His tests are easy as long as you put time into studying! I'd recommend him.
433,No Comments
2446,"He was a very good prof for CHM136, but as for CHM139, I didnl;t really feel he explained the concepts very well."
1915,No Comments
4288,"3 exams 3 quizzes. A lot of extra credit opportunities. Very into the class and knows a lot, but the class can get boring at times because all he does is lecture. Just read the chapter and you'll do fine on the exams. He's very nice and humorous."
1552,I kind of feel bad for him because its a terrible class.  He writes down all the formulas and never explains them.  Be prepared to teach yourself everything you need to know for the test.  I recommend not even really going that much.  Tests are very hard so get help! if you are bad at math either don't take this class or find a different teacher!
2778,"One of the worst profs I've had.Very monotonous, does not explain concepts well."
3617,"Quite possibly the worst teacher I've ever had, but better than other cell bio teachers. She goes very quickly, pretty useless in answering questions, and her exams are hard.  If you want to do well in this class, outline the slides and read the book. Going to class doesn't help at all."
2509,"Such a sweet prof! So cute and so nice, though teaching wise, he is not as good as Dicks"
1074,"Pretty cool guy. Studies flies, doesn't afraid of anything."
1477,"This is by far the worst professor I've ever had!! My high school teacher could teach better than this guy!  Homeworks have nothing to do with what we do in lecture and he has no idea what he's doing!  His exams are impossible to pass! If you have him, switch out if you know what's good for you! I learned this the hard way."
937,"Awesome professor. Really knows what she's talking about. Funny,classy, and engaging and clearly cares about her students. Tests are fairly tough but she prepares you as long as you show up.She does NOT tolerate any you-know-what and DO NOT show up late. Great professor; love her!!"
1752,"much better calc teacher than rudvalis (127). Cook is nice, goes over the material for a while. Tests are pretty easy, lets you use a &quot;note card&quot;  (although i actually used a sheet of paper folded in half, both sides + inside). Good calc prof!"
2789,"avoid him at costs, he prepare nothing for his lecture, and he talks of all kinds of unrelated topic on his lecture"
1510,"worst teacher ever, should never have become a professor."
1474,"AWFUL!! your just wasting your time and effort by taking this class! He doesnt know how to teach at all! I got an incomplete in the class even though I took all the tests and did everyone of the homework assignments.. He didnt bother to turn my grade in, then refused to answer and phone calls or emails.. Avoid this class if you can!"
3033,Very approachable and friendly.  Notes are sometimes disorganized.  Tests are fair but make sure you study the lecture notes VERY WELL !
1117,Very easy class but he is a horrible teacher.  I have never opened my textbook and still have an A.  Uses Prs daily and gives quizes every friday.
3296,"Her exams are NOTHING like the homework assignments she gives and what she goes over in class. She AIMS to fail you, so you would have to waste your money to retake her class. Lectures are pointless, U MUST GO TO RECITATION!!!! Final exam = BRUTAL!! She needs to be FIRED. Can we write a petition and get her fired please&#63;"
1593,"Worst math teacher ever, someone asks him a question to prepare for a test and he says, &quot;no, moving on&quot; Put the class down because the class avg. was 56 cause he cannot teach, do NOT take his class, he writes down EVERYTHING he says."
2753,super hard course.... super boring lectures...
4331,he is a horrible teacher! i did nothing to still earn a B. His test and quizes are all taken online and can be retaken as many times as you want. I went to class in the middle of the semester and less than 25 students were in our 250 lecture class. His lectures are boring and pointless. easy class terrible teacher
3776,"She is the best science teacher. If you put some work, you'll definitely can get A. I never received anything beyond C in science but I got A in her class !!"
1451,"Never bought the textbook, homework is online. Horrible handwriting, difficult to understand, review sessions are useless, unless you go to the SI tutor's reviews. Going to discussion also helped. Midterms are brutal, except the symbolics test, which was a breeze. More of a self-taught class."
3379,"Prof Hylton will do anything to help you out.  She may go over things a little faster than she should, but she makes up for this by explaining things over again if you ask her to.  I feel very fortunate to have had her as a teacher and a mentor."
330,"I breathed, ate, and slept this class. it was difficult. if you do not go to class you will fail.Prof molumby loves to use specific examples from lecture for his exams. His TA's suck so bad. Their horrible and their grading is ridiculous. If i knew this class was going to be this stupid i would have never taken it. His exams are impossible as well."
4325,"Gibberish. Spends a half hour on each slide covering material that is in no way related to the topic. He's a sweet man, but it just doesn't make up for his lack of concern for the material that we are SUPPOSE to be learning. And he has a problem turning his phone off so he answers it during the lecture which is totally unprofessional in my opinion."
1803,"She's very nice and loves to teach, and (for the most part) keeps it interesting. She has a bunch of different material to help keep your grade up (I'm not a great test taker). However- GO TO CLASS! I missed 3 in class assignments by skipping and felt it... just go! Learned my lesson."
3535,"Really nice, tries hard. Tough subject to memorize everything but her test are tricky!!! She will even admit it, very difficult to get an A I'd say impossible! Go into it reading the book and knowing you really need to READ AND REREAD the questions"
3439,Precise and organized. Tests are a bit hard. Students must put in 100% effort to do well in course.
1032,He holds review sessions every week which really helps clearing up small details that he just mentions in class. He really wants his students to understand and is willing to help out a lot. His tests are tough and his lectures can be confusing because he never really answers his own questions but its a great class. I would recommend. 
3245,"I have never been in a worse class. Her pace makes learning impossible. She doesnt explain the subject and makes exams hard. Does not care about concerns you have. I have had multiple friends go up to her after class about their issues and she is never helpful. For the final, she didn't allow us to ask questions for clarification."
2788,"The guy just doesn't handle noise very well, handwriting is a problem, marginally readable. The level he wants you to be is very difficult in his class, external materials will be required to do well. Basically he'll make really hard tests/exams and then just bell curve everyone up"
2250,for the massive size of the class (1500 students) he did an impressive job.
1361,"tammy is great. most of the test material comes from lectures, but u may need to read some out of class. good class tho!!"
2812,"take this course if u have a fetish for egyptian hieroglyphics (his notes), or have obsessive compulsive tendencies of or relating to memorizing asteroid formations in the kuiper belt (his tests/exams). if you like statistics, look elsewhere."
3000,I love this guy!
1115,"Despite the class being huge, he was able to get us to participate a lot better with the PRS. He uses the PRS as more than just an attendance device, and it really really helped me understand the concepts. And he's post all the explanations on the website for the PRS questions in case you missed them. Go to class, participate, and you'll do well."
2940,bad tests....... stupid questions
2951,"A wonderful teacher (refreshing for the U of T). This course however was not as interesting as I thought it would be. Prof Tepperman is a very interesting person, very knowledgeable, flexible in terms of meeting his students' needs, and an all around good guy, so he saved the course."
32,"She basically reads from the overhead for notes. Don't bother reading the book, its pointless. Her paper assignments have too many rules and really hinder intelligent writing. She treats the class like elementary school kids."
2091,Brym is an awesome speaker. His lectures are very in depth and his arguments are always strong. His lectures are very emotional (which made me feel angry and unjustified about social issues). He uses the most recent eventsnews to explain sociology concepts. Brym does not  read off the slides. He teaches students  to interpret data and graphs.
1488,"Mandatory attendance was a waste of time. I had to walk across the campus everyday just to sign in and leave. His teaching is poor, but the program he uses for homework, My Math Lab, is extremely helpful."
2103,Don't recommend. Tests are tough. Brym is boring. First lecture was on suicide! Adam Green was fine though. Very weird class.
1292,"What an inspiring person! Very interactive, makes me want to major psychology..."
755,"One of the worst professors I've come across. He doesn't complete problems he starts on the board and gets confused half way through them. He isn't clear in his explanations, class average on exams is significantly lower than the other Math132 classes,  avoid his class at all costs."
2850,No Comments
978,Hes very kind and truly invested in the students learning. He activly changed the grading policy through the semester so it was easier to get a better grade.
893,"dont bother with class, just do the owls"
3429,You need to study for her class. But she is livley and helpful. She really knows her stuff. She will go that extra mile for you if you show you care.
4022,"I have no idea how the other reviews can be so negative. Prof. Lyons is an excellent teacher with a wealth of information. He may seem tough during his lectures but he's a pretty chill guy in person. Also he curves all his classes by two letter grades, so you don't need to worry about your grade. Easy class, easy A!"
1860,"a thought i could have done better...she is a really good teacher, she has skits and movies and all types  of things to help u remember what she teaches...ps if u like being see participate alot and ull be in tons of pic in the end of semester slideshow"
229,Did not enjoy his class. He repeats a lot of questions from his previous exams but you do not know whats the right answer....very tricky questions!
4239,"Very good lecturer, fair overall. Some exam &#63;'s sucked...used discriminaters to confuse (note: I didn't say &quot;reinforce material & help us gain better understanding&quot;).  Lots of emphasis on cheaters, very disappointing to be treated that way.  Got the sense that we paid for previous experience w/ethics violations.  Otherwise, fine."
1861,"very nice professor, always enthusiastic, and treats students on an even level. Not hard but do go to class, alot of activities not in the book and surprise in class assigments. must study, winging it does not help, but its not hard to grasp, just memorization of terms/theories."
408,"Excellent class, recommend to everyone, so easy, lecture handouts hard to print from the internet (he does this on purpose so you'll attend class), but a great guy, funny and a big help when you need him.  Past exams almost identical to current exams, great study material."
170,"Not really sure what his problem is. He'll give you a problem solving question and will quickly mumble how to solve it. When someone asks him to go over it on paper, he hesitates and asks us why we couldn't just write down what he said. And he won't tell you what is on the exam. I've never had a class with such a horrible professor."
1973,Such an easy A and the class is very interesting. She puts all her notes online so you don't really have to go to class. I didn't even open my text book and still got an A in the class. Make sure to study and at least look over the test from last year. The homework assignments are pretty easy and I doubt someone actually looks at them.
4019,He is very knowledgeable. I really enjoyed his class. You will do a group project for this class where you'll be assigned a role. The project is a lot of fun and you learn how the real world works. Exams are pretty challenging. You need to pay attention to his lectures and take notes and you'll do fine on exams. There's only 2 assignments.
3061,No Comments
1957,"Judy is an amazing professor and sooo funny!  I wasn't all that exited to take Human Bio because I'm not a science person but I am so happy I did.  Her tests are so easy, as long as you pay attention.  Do the extra credit cause it's extra points on you exams and they're so easy.  Also I would suggest buying her notes at the textbook annex."
3021,very disorganized
1501,"Never take this class with this professor. If you can't get a different section professor, wait until you can fit it into your schedule even if it's next semester. He writes down every word he says aloud, he doesn't make the material clear at all and doesn't explain answers or how to approach a problem. He expects you to know everything already."
1746,"He is a very nice person but this class is rediculously hard, especially if you've never taken calc before. The tests are impossible and his lectures are all over the place."
4274,"Prof. Wolf is really helpful, and teaches with enthusiasm, and backs up her lectures with actual work experience.  She's helpful and fair with the grading!  Probably one of the better profs.  Take her for Teams and Leaders as well!"
3106,"Great professor. Genuinely loves what he does, writes *really* fast when pressed for time. Also, he chases students who leave class, lol. =)"
2505,"I don't know where everyone is getting the &quot;hot&quot; idea...he looks like Crispin Glover! But as a prof, he's an awesome lecturer and can make even the most boring parts interesting."
2121,"Ok, Brym is a really intelligent, precise prof. I found his lectures very interesting and stimulating. One of the only classes where i didnt find myself restlessly waiting for the 2 hours to end, it went by pretty quickly. I think he's a great prof, great guy, knows his stuff and is passionate about it."
676,"If you're a good writer and work hard, it may feel like an easy class.  But be prepared to work.  There's alot of reading required and alot of quizzes.  Also, he expects you to be able to back up your opinions with proof.  I learned alot from his class."
3898,"Possibly best professor at GMU. Took this class as GenEd but looked forward to it the most. I loved her so much I signed up for 2 more of her classes and ARTH is not relevant at all to my major. You will have to put in study hours and word hard, but shes very insightful & interesting. TAKE HER. Theres a reason she has 15+ pages of amazing reviews."
3918,"I love her. She is so direct and makes Art History so interesting!  This is my second class with her and I plan to take a third with her next semester. (ARTH 360)  I'm not even minoring in it.  Taking good notes and being to every class will surely get you high grades.  She seems like a picky grader at first but in reality, she is very fair."
4119,"[...Those that cant, teach] explains Lyons. His prowess to intimidate students through purposly convoluted lectures in an attempt to show his (purported) brilliance is unmatched. Since becoming a coordinator he has used his evil powers to subjugate rest of the instructors and extend his reign of terror to all IT 221 classes so you're all SOL."
4165,"Unstructured and unorganized, ironic considering this is a management class. Don't bother with her trivial online lectures, just read the book. Format changed since the summer, tests are all short answer. Recitation was pointless and unnecessary, but if you get a lenient recitation professor you'll be fine."
43,One of my fav profs of all time. Textbook needed if you don't have any CS or Java experience but otherwise the class is generally pretty easy. Lectures are recorded.
1116,"Our class had over 300 people in it, so when he tried to get class participation it was just the same group of kids in the front that would raise thier hands. He knows what he is talking about, but sometimes has to rush to get his point across. Class never ever ended on time. His grading was very fair and he would scale to help."
3078,"The professor is good, but he has a monotonous voice. I would recommend the class, but just be warned."
2781,"Worst educator I have come across in my life. I can think of a couple expletives when describing McDunnough. He really wanted to be anywhere but teaching. His lectures were so scattered, messy and did not prepare you for his exams, but the cherry on top was his arrogance towards all students. Good riddance."
4142,Lyons measures his success by how many students he can take down for plagiarism; a real nut case
1126,Awesome professor. Just take good notes in class and really study the material.
4174,"This class was pretty easy but its A LOT of memorizing. But, the concepts & expectations of the class are very clear. The online lecture a week is never more than an hour. 1 4pg max paper, 3 hw (4th is xtra credit) 3 tests noncumulative. Not all TAs are morons! I had Markin and he was great. Very helpful, clear & with great experience in the field."
4120,"I there is a section on Saturdays at 1130 PM and is the only one he is not teaching, take that section. Is that clear enough&#63;&#63;"
3726,Largen is extremely boring and so are her lectures. Most of the things I learned in this class were common sense. Final is really hard. Does give a lot of extra credit though and lab is easy 
2559,Sexy to distraction!
251,"Do not take him, his exams are hard and you got to memorize powerpoints, stay away from him!!! you have been warned"
2805,"The reason for so much complaint is not because of the prof; it is due to the nature of the material and the lack of mathematical maturity of students.(not students' fault either, mat137 is not theoretical enough to prepare students for this course) To appreciate his lecture, one needs to do some additional reading and mat157 is absolutely helpful."
3332,"Really hard, but I went and talked to her after every class if I had a question. I recommend taking this course over summer!"
912,"Love this professor! She is hilarious and very real. If profanity bothers you don't taker her because she does curse, but she's an amazing professor and passionate about criminology. She tells the class real life stories related to the topics and is really easy to pass, you just gotta be there for lectures which are never boring."
2404,good!
2526,he is the best prof ever...very sexy too!
1873,"Great class, great professor. Amazing amount of energy and interest in her subject!"
2600,such a bad proff. just reads off the slides. no point of going to classes. useless. not very hard but not a very good proff.
325,"In a nutshell, his class is nothing more than him trying to sell his character..you're into metal, we get it! Oh yeah and the exams are based on made up crap he calls to be his &quot;reasoning&quot; which ends up swelling our brains as logic starts fighting with us. Enough to make anyone hopelessly follow the leader..yes."
3113,"Really funny guy, love the class."
2767,No Comments
3687,She is nice
2189,Great course and prof.
869,Respectable teacher. Friendly and energetic. Not to good in explaining concepts. Couldnt get myself to focus on what he was talking about
1295,"Super nice teacher, quizzes and periodic in class writings. Both are really easy. The online quizzes sometimes give you incomplete questions/no context. Get a 6/10 and it's a 100%. Be prepared for hordes of swesty freshman, you will get sick. TA's are positively useless, uncooperative and unfriendly. Great teacher, easy class, terrible students."
620,"The Brit Lit class was my favorite class last semester!  Prof. Everett has put a huge amount of work into his lessons and it shows.  He is very enthusiastic about this class but expects you to earn your grade. He is very clear and organized and offers lots of extra credit.  If you do your part, you will really, really enjoy this class!  :)  "
1128,I was really looking forward to Bio 100 but he killed it for me. He is a great funny guy but when it comes to teaching he's not that good. His tests are wicked confusing and hard. The only way you can study is by the PRS questions and notes on-line. There are quizzes every firday drops the lowest 3.
2496,"Great Prof. I love the way he teaches, makes everything every clear"
2554,An ideal prof.
2196,excellent!
3038,very good prof.... lots of jokes!!
1744,"very nice guy, but the lectures are very confusing, and the exams are tricky"
3836,"Just get her notes, study the book study guide questions and you are on your way"
99,"best teacher of computer sciences i have ever taught by,"
4188,I loved this class. The online lecture lets you do the class on your own time and then you attend an hour 15 min. recitation once a week. Lots of extra credit opps. David Geller is an awesome lab professor. Very little busy work. The material is like applied psych. Tests are a breeze if you read the book and watch the lectures.
3753,"She is awesome and funny! For lecture, she takes attendance with iclicker. Lab is too long and way too much busy work, but what can you do... Easy A because she offers plenty of extra credit opportunities and is very helpful."
751,"Cook is a really bad prof. I had never taken Calc before, I attended every single lecture and took many notes. However he repeats the same lecture over multiple times and there were things on exams he never taught in class. He spends more time taking to his calk (literally) and reciting Shakespeare than teaching calc."
3390,"Not a really hard class, but good.  Paying for the book blows, but the class is an easy A if you show up and look at the book.  Take the section with the lab the same day so you're forced to do the homework before you show up."
2474,"Great guy overall, you can't go wrong with him!  Loved the Bush-bigfoot comparison!"
3586,"AVOID THIS PROFESSOR IF YOU ARE LOOKING FOR AN EASY GRADE; Fondufe is a fantastic example of a 100 level class with 300-400 level difficulty. Biology may be her strong suite, but it won't be yours if you're looking for gen ed requirements. If you are in 103 or 104 take another professor for better clarity and more ease; this will be a headache!"
657,Great instructor! He was great about giving feedback on all papers and explained everything in clear language.  He took time to help when needed.  Took this class online and will take the next one with him on campus.
495,"Great professor and very intelligent. Very helpful, but you have to ask for help. Tests were hard but if you study you'll do fine. I got an A-, Great guy to have a convo. with."
3704,Such a long boring class. Easy way to get credit for science with lab tho
2955,"Good teacher. However, constantly makes references to the holocaust. Tends to stifle debate within the class."
1187,He is knowledgeable and keeps class interesting but doesn't answer questions clearly. The exams were difficult.
1228,He wears the greatest shoes!
2195,"I'm an Engineering Student (ELEC OT5 + PEY), SOC101 was an elective I took, and man is that junk boring. Don't take his course as an elective. I have never taken a course as useless as SOC101!"
501,"This class is a joke. Calling it American Studies and then studying European Polar exploration is a joke. The topic is so boring. It nothing to do with the actual evolution of American Society. I don't know how this man is still allowed to teach this falsely advertised class. He is extremely bias on the topic, don't take this class with him."
4377,"he gives LOTS of extra credit; even though his lectures do not make much sense, i say, if you want an easy A, fill out his study guides, take advantage of extra credit, and study study. =)"
3997,I had heard a couple bad things about him but taking 366 over the summer online with him wasn't bad. It is mainly about self study but his lectures were helpful. He was also accessible via email. My only complaint was that we didn't get any grades back until almost the end of the semester. Know all of the study guides for midterm and final to pass.
4070,"I took this professor for 353, 492, and now 493. For 353 it was a professor switch and I was terrified after reading all the ratings. However, Professor Lyons is a WONDERFUL professor. You really learn a lot from him. This is college people, and he isn't here to baby-sit you."
3116,No Comments
1490,"I went to class for the first week, and for 2-3 classes before each midterm and final to hear the review. I just followed along in the book and did the OWL homework (which you can do as many times as it takes) and I got an A. You can bring a cheat sheet to the midterms/final, and they're multiple choice. Great way to get rid of a gened."
2119,"This is not an easy class. He will trick you with some pretty tough MC questions. Read the text CAREFULLY and more than once. The tests can require some serious, sometimes philosphical, application of course material."
605,"As long as you turn in all of your papers, try your best to improve each time, are receptive to constructive criticism, and give this class your all, you will do well.  Mr. Everett is very passionate and expects his students to meet their potential."
4278,"There is something really special in the way this professor gives lectures. While it sometimes goes WAY off the wall from the subject material, you can truly tell he loves what he teaches. His tests can be sort of tricky, but aren't impossible by any means. Overall, a good class, just old school teaching and grading wise."
2742,No Comments
4122,He is one of the most incompitant professors.  His temperment is better suited to teaching elementary school.  His lesson plans are convoluted purposefully to create as much confusion as possible.  His tests are geared to force mistakes by making you answer 1 q per minute.  He will yell and berate you.  Clearly unprofessional.
3315,She talks entirely too fast to allow for comprehension.  Disinterested in helping students and difficult to reach after hours.  BOOOOOOO
1923,No Comments
4398,His lectures jump around and don't correspond with the exam much.  He is late a lot and just talks the whole time.  There are no visual aids or power point.
4084,"Lyons is a good teacher. He was my instructor for IT 223 and IT 353 and I will take him for any other security course I need. He is very knowledgeable in what he teaches and if you show that you are serious about his class, he will treat you fairly and help you if he can. The project was fun but needs a little fine tuning."
2532,leslie is that you who wrote the comment about the water&#63;! lol...funny prof.
829,"Worst Teacher. TA test reviews do not help and if you approach Prof. Cook for help, he does nothing for you. Read the book, SI sessions help. Everyone fails that tests, but you should end up with a C if you do the owls."
174,"If you're self-taught, this is probably a good class/teacher for you. You won't be able to hear any of the lecture unless you sit in the front row. The class is super test heavy--you need to remember every official Latin name of every species he mentions or you won't pass any of the tests. Don't expect him to be coordinated with the TA's at all."
4069,"Good Teacher. Comes across harsh and difficult, but just wants students to learn the material. I had calculated my grade as an 87 but he curved it up to an A+, so he does curve the midterm and final!!  I studied for this class and another class the most, but that other class gave me an A- as the final grade and I had the second highest grade."
2550,Great guy - Yeah&#63;
217,"I don't know why everyone says this guy is so tricky on his test questions. If you show up for lecture and pay attention they are not that hard, and he gives you old tests and puts his slides online. Maybe he's tricky for all the people who talk endlessly through his lectures. Seriously, the mic thing wouldn't be an issue if people would shut up."
807,"Thurlow is a nice man, but he simply cannot teach. Use the book and do the practice problems. You should still go to class though, he goes over problems."
2610,"Course seems easy at first, but gets progressively harder as year progresses. The final exam is hard."
2927,"His lectures are not helpful at all since all material on the test are from the textbooks. The test focus too much on statistics making it hard instead of actual concepts of the course. The textbooks(which he wrote)are boring and expensive and not used next semister,so hard to sell. All said, course=expensive,boring,difficult for the wrong reasons."
1173,He was an awesome teacher! He helps you out in anyway he can. His tests are kinda a hard but its exactly whats covered in class. He gives you no surprises on the test. Very helpful during class. Gives a lot of review sessions for the test. I recommed very much taking this class with him.
1684,This man is a horrible professer.  He is useless when it coems to extra help or getting questions answered and he is horrendous at teaching.  Might as well not even attend class. Waste of time.
567,"What, is the guy stuffing his own ballet&#63;!&#63;!&#63;  Pompous, arrogant and uncaring.........nobody at the school is gonna miss you when your contract is up bud"
4075,AVOID AT ALL COST!!!  He has a TON of built up anger and he indiscriminately lashes it out at students. Lyons is the textbook case of an antisocial **** who can't cut it in the real world so he hides inside the walls of academia and gets off on belittling students. GMU's IT Security program will continue to suffer until they fire him.
3912,Professor Bauman is great! Her lectures are so enjoyable. She takes such boring topics and makes them interesting. I still remember the information i learned in her class! No textbook required.
1743,"this class is insanely difficult b/c he goes over things way to fast, and fails to explain them unless you constantly ask.  It is good cuz no quizzes, which means you dont have to do if you dont want to.  Get a tutor and youll be allset."
1740,"He is a really nice person, but his lectures are not helpful at all. in order to do good in his class u must teach it all to u'r self. even then his exams are rediculously difficult. he is out to get u on the exams. i would avoid him at all costs."
1180,"freshmen should becareful about this class, expect to read the materials he assigned throughly!!, even though the tests are multiple choices, but they need you to apply your knowledge about biology. this class won't be a burden if you read and study!!!"
1313,Tammy was one of the worst professors I have had at Umass. Very nice woman and a very entertaining class until one of her TA's lost my exam and then accused me of leaving with the exam in my hand. I talked to Tammy about the situation and she also accused me of leaving with the exam. I had to retake the exam. Knowing that I did better on the last.
3064,His lectures do not make sense. Do not take his class
2518,"he kicked ass, he knew his chem amazin and it didnt help that he is such a cutie"
4293,"This class was painfully boring - as a soc major I really wish they would let a new professor teach the raceethnicity course. But, overall it was an easy class. Prof. Dennis is very kind and has a lot of experience on the topics we covered. "
3392,"Good professor, I recommend taking the 3 hour class instead of the 1 plus lab. Much easier, and she is more flexible here. Exams are easy if you pay attention to what she tells you is going to be in the test because it will be on the test! Plus attend the review sections. If you do that you pass with little studying. I did!"
2354,"If U want to do well on his exam (and others) make sure that u understand every concept that he teaches, also work on the hardest tutorial questions and make sure U can do them easily. his questions aren't easy, but not impossible to do. work hard and you will get very good results!"
618,"American Literature II is an awesome class!  There is a bit of reading, but he tells you EXACTLY what will be on the tests beforehand and they are pretty easy if you study hard and do all reading.  His lessons are long and super-detailed, but very interesting if you do your part to focus and participate.  I would recommend this class!  "
576,do not like him at all!!
3749,"If you're looking to just get the lab science credit out of the way, this is the teacher to go with. She's very nice and the class isn't too hard. The lab isn't too tough either, but it's VERY time-consuming. Do recommend if you want an easy A."
650,"I had a good experience with Mr. Everett. His class is certainly not an easy A -- you'll work for a nice grade -- but you will definitely learn from his criticism. He's pleasant and definitely not boring; I learned a lot from his lectures. I will never use a conjunctive comma when there's not an independent clause on both sides, that's for sure!"
4000,this class is like trying to smell the number fourteen
156,"Really bad professor. A lot of the stuff he says during lecture have nothing to do with bio and are a waste of time. His tests ask very specific questions. Powerpoints are all over 100 slides and you have to know everything for the test. On top of his terrible teaching skills, he's very ignorant and thinks he's right about everything."
1094,Great Professor!  He challenges his students to think in ways we are not used to.  This will definitely help us in the future biology classes.
2453,He thinks he's so funny but he's NOT!  And he has issues with his hair
1832,I definitely recommend this class! She is very enthusiastic about every thing and makes the class interesting. There are only three tests and then homework online that is not hard at all!
1778,"Doesnt prepare you for the tests well, but they arnt made by him..."
1056,WORST teacher ever. He didn't explain clearly and rushed. Tests and quiz's are T/F questions. I was left in the dark not knowing what was going on and I didn't know if what I was thinking was right. He never posted graded quiz's so you don't know what you have in that class until grades areposted at end of semester. Don't take this class with him!!
1723,"Extremely unclear, never gives example problems. The material is not too hard but he makes it very confusing. He's not a bad guy, but his class is very boring and going is a waste of time. He may know what he's talking about, but no one else does. Help sessions w/ the TA's will save you though...but I would avoid him if possible."
293,"He really took the fun out of the subject for me.  His lectures seemed interesting, but he couldn't control the class long enough for anyone to HEAR it--300+ people talking over him!  If you have a strong background in this subject and a study group--you'll be fine.  If not, you'll have trouble.  His exams are difficult if you can't hear in lecture"
833,No Comments
95,He re-engineered our interests in CS again. I am addicted to his lectures.
1071,"This class is easy, but not what I wanted from a biology class. Randy genuinely wants his students to do well, but he has a strange teaching method - he tries to teach logic instead of biology. Test questions usually pretty clear, but rarely gives a straight answer during class."
1760,Nice guy.  Bad Teacher
240,"He is hard to follow during lecture because not only does he refuse to turn up the microphone (if you're not sitting WAY up front, you WON'T hear him), he goes very fast through the important slides and always goes off on tangents that do not help with the understanding of the material. Plus, he likes tricking people with the iclicker questions."
3349,Prof. Hylton is a great professor. I have learned a lot in her class. She knows her material well.
3408,Hylton is the best accounting teacher out there. I dunno why everyone thinks she's mean. She can be a bit anal but its usually for a good reason. She does go fast through info but I'd still think she's very straightforward with what she expects.
1491,He is dull and writes novels for us to copy into our notebooks. Don't put this class on ur schedule. U'll need to take Adena Calden's class. She'sa lot younger and laid back and is more helpful. Gives u tricks and tips to make things easier. I got an F w/ him.. had to retake it and got a B w/ Calden. P.S. I highly advise getting the TI89 Calculator
2631,No Comments
2649,"Practice is very important in the course. The more, the better. Lectures aren't anything you can't find in the textbook but the class discussion is important. Professor has a sense of humour and is nice and helpful."
4134,"Actually a pretty good teacher but its a lot of work. The cryptography project is insane.  He will tear it apart, however, gives you a reasonable grade.  I went to every class and got a B. My friend missed the last 7 classes and got a C+. Go to class, do the homework, and start the project no later than 6 weeks into the course."
353,Best guy ever! love love love his class funny as hell! first professor that actual cares about his students!
759,"He isn't bad at all. He's a joker and a half and he tells you what will be on the exams. If you go to class and do the pactice problems in the class, you'll probably get an at least a B+"
856,"very nice guy, but the lectures are very confusing, and the exams are tricky"
